,stars,name,feedback,gender,num_words
502,5,панченко любовь,Футболка по качеству супер взяла 44 но думаю можно было 46 по свободнее было бы  Товар по всем параметрам отличный 👍,F,21
503,5,Шаравина Дарья,Отличная футболка  Заказывала на размер больше  не прогадала  Свой размер сел бы слишком плотно ,F,14
504,5,Ольга,Ткань шелковистая  приятно для тела ,F,5
505,5,Кристина,Мне понравилась футболка  Ткань приятная  лёгкая ,F,6
506,5,Мария,Хорошо сидит  приятный оттенок  соответствует описанию,F,6
507,4,Муслимат,Синтетика  печать плохая,F,3
508,1,Екатерина,Размер меньше заявленного  на 40 ,F,5
509,3,Ольга,Футболка прикольная  цвет мне подходит  но материал не понравился  Какой  то скользкий прям и немного просвечивает ,F,16
510,5,Татьяна,Качественная футболка ,F,2
511,5,Юлия,Классная футболка  очень удобная и красивая,F,6
512,5,Алия,Футболка качественная  легкая  не просвечивает,F,5
513,5,Алина,Хорошая  В размер,F,3
514,5,Олеся,Выглядит хорошо  Посмотрим как будет в носке ,F,7
515,1,Ёркина Екатерина,Смотрится хорошо  но через месяц носки  отклеилась аппликация  всегда стираю всегда при 30 °,F,14
516,5,Елена,Супер 👍,F,2
517,5,Анжелика,Стильно ,F,1
518,5,Татьяна,Мне не подошло,F,3
519,5,Галина,Удобная футболка,F,2
520,4,Юлия,По качеству футболка хорошая  размер не сел  увы ,F,8
521,5,Ярослава,Если хотите оверсайз как на фото  берите на размер больше  Идёт размер в размер  когда берешь свой  садится по фигуре  Хороший принт и цвет  универсальна в носке с другими вещами ,F,30
522,5,Ирина,качество отличное  на размер 50 рост 170 сидит свободно  как на фото,F,12
523,5,Алена,👍,F,1
524,5,Валерия,Мягкий материал  хорошая длина  Взяла для зала 👌🏻,F,8
525,3,Svetlana,Не понравилась  Для базовой вещи слишком тонкая  Странный ворот  ни широкий и не под горло  не понравилось  как смотрится  Отказ,F,20
526,3,Екатерина,Слишком топорщатся швы на плечах  из  за чего они выглядят квадратными,F,11
527,5,Елизавета,Отличная базовая футболка  Ткань достаточно плотная  но лифчик все таки лучше надеть бежевый  Сразу идёт оверсайз  поэтому берите свой размер ,F,20
528,5,Екатерина,Обычная футболка  Качественная,F,3
529,4,Александра,Оказалась слишком прозрачной  видно белье,F,5
530,5,Ирина,Отличная футболка  Приятная мягкая ткань  Взяла дочке размер L  48  50  а она носит 44  Просто любит оверсайз ,F,18
531,5,катя,Хорошая футболка,F,2
532,3,Яна,Хорошая футболка за эти деньги  но оказалась велика в своём оверсайз  отказ,F,12
533,4,Алена,Думала будет лучше  качество домашней одежды ,F,6
534,5,Надежда,Футболка отличного качества  оверсайз Цвет не много отличается от фото,F,10
535,5,Екатерина,Отличная  удобная футболка,F,3
536,5,Aleksandra,По  моему футболка хорошая  правильный оверсайз и цвет приятный хаки  достаточно плотная  За такую цену прям огонь  взяла,F,18
537,5,Анна,Соответствует описанию,F,2
538,4,Елена,На 170 коротковата  не понравилась ,F,5
539,5,янагришко,Норм,F,1
540,2,Гришина Юлия,Не понравилась  горловина не лежит по шее  а стоит колом  топорщится и короткая по длине ,F,15
541,5,А,Стильно,F,1
542,1,Наталья,Совсем не понравилась  не стоит таких денег  отказ,F,8
543,5,Алина,Хорошая вещь,F,2
544,5,Екатерина,Понравилась необычным принтом  Стильно выглядит,F,5
545,5,Любовь,Спущенный плечевой шов  но это не мешает футболке сидеть красиво на теле  Советую  Цвет приятный,F,15
546,5,дрдрсжрс,Кайф,F,1
547,5,Евгения,Качественная футболка  соответсвует фото,F,4
548,5,Кристина,Размер в размер  Приятный материал ,F,5
549,5,ирина,Футболочка 👍,F,2
550,5,Екатерина,Всем рекомендую  отличная футболка из плотной ткани,F,7
551,5,наталья,Хорошая футболка  я взяла  Спасибо,F,5
552,5,Максим,Класс,F,1
553,5,Виктория,В размер  Хорошее качество,F,4
554,5,Наталия,Хорошая хлопковая футболка,F,3
555,5,Анастасия,классная,F,1
556,5,Татьяна,Хорошая футболка,F,2
557,4,Бабина Надежда,Принт дешевит ,F,2
558,3,Яна,Пришла с пятном ,F,3
559,2,Маргарита,После первой же стирки стерся принт  не рекомендую,F,8
560,3,елена,Дополняю отзыв  Сама футболка хорошего качество  плотная  но принт отстирывается  после 3  х стирок начнёт стираться принт  очень жалко  что принт подвёл ,F,22
561,5,Ирина,Качественная  сидит отлично  размер в размер  рекомендую,F,7
562,5,Маша,Хорошее качество,F,2
563,5,Татьяна,Классная  плотная  летом будет жарко  Приятная к телу,F,8
564,5,Anastasia,Хорошая Майка,F,2
565,5,Алина,Отличная  покупала в подарок,F,4
566,5,Манас,Соответствие цены и качества 👌🏽,F,5
567,5,Андрей,Отличная Майка  хорошего качества ,F,4
568,5,Ирина,Классная футболка,F,2
569,5,Татьяна,Отличная майка  На 46 размер купили М ,F,7
570,5,Наталья,Футболка крутая  надпись яркая  очень красивая ,F,6
571,5,Наталья,Плотная ткань  размер в размер  отличное качество ,F,7
572,4,ирина,Плотный хлопок но после стирки надпись облезла ,F,7
573,4,Хадаркевич Инесса,Не белоснежная  средней плотности  хлопок какой  то рыхлый,F,8
574,5,Анна,идеально 😍,F,2
575,5,Валентина,Хорошее качество,F,2
576,5,Елена,Свободный крой,F,2
577,5,Герасименко Анна,Хорошая футболка,F,2
578,5,Екатерина,Базовая  Хорошая,F,2
579,5,юлия,Хорошая качественная футболка  В размер  цвет скорее молочный ,F,8
580,5,яна,Отличная футболка  средней длины  рекомендую,F,5
581,5,Анастасия,Отличное качество ,F,2
582,5,Татьяна,Хорошое качество  советую,F,3
583,4,Ольга,Обычная базовая футболка,F,3
584,5,Алена,Крутая футболка ,F,2
585,5,Эвия,Красивая футболочка  очень хорошо подошла на размер M  46  яркая велюровая надпись,F,12
586,2,Мария,Футболка была хорошая  но надпись отстиралась при первой же стирке  обидно,F,11
587,5,Galina,Надпись цвета фуксии  качество хорошее  размер в размер ,F,8
588,5,Краснова Ольга,Милая футболочка  надпись розового цвета ,F,5
589,5,Мария,Соответствует размеру  качество супер ,F,4
590,5,Дарья,Отличная футболка  хорошее качество,F,4
591,5,Лях Юрий,Качество отличное  плотная качественная футболка  жена довольна  на ог 95 М подошла отлично  рекомендую ,F,14
592,5,Татьяна,Ткань плотная  хорошая футболочка мне понравилось,F,6
593,5,Виктория,Отличное качество ткани,F,3
594,4,Елена,Хорошая майка  достаточно плотная ,F,4
595,5,Екатерина,Отличная футболка за такую стоимость,F,5
596,5,Екатерина,Качество отличное  На лето самое то  что надо,F,8
597,5,Наталия,Качество отличное  швы ровные,F,4
598,5,Марина,Отличная футболка ,F,2
599,5,наталья,👍,F,1
600,3,Киняшкина Анастасия,На фото кажется  что рисунок вышит  а он наклейка,F,9
601,2,Кристина,Кривые выкройки  Очень торчали плечи вверх  странно и несуразно  Тоже почему  то подумала  что это вышивка  Также электролизовалась сильно  И немного маломерит  Не советую ,F,24
602,3,Рассказова КсениЯ,Качество хорошее  Для узеньких плеч  Показалось что рисунок вышит  А оказалось это рисунок  Качество норм  Спереди низ длинные чем сзади  Отказ ,F,21
603,5,Магомедова Мария,Качественная  идёт в размер ,F,4
604,5,Ирина,Футболка точно такая  как на фото  Плотный трикотаж  свободный крой  яркий цвет  Полностью оправдала ожидания  Купила под кирпичного цвета джинсовый комбинезон с шортами  Смотрится стильно ,F,25
605,4,Жасмин,Цветовая гамма хорошая  но чего то не хватает в ней ,F,10
606,5,Ольга,Прям большой такой оверсайз 42 идёт как на 46,F,9
607,1,NadyaNadya,Футболка не стоит своей стоимости  Слишком неприятный материал  Большемерит ,F,9
608,5,Валентина,😊👍❤️,F,1
609,5,Мая,Футболка очень удобная ,F,3
610,5,Мая,Футболка очень хорошего качества ,F,4
611,5,Марина,Футболка хорошая  качественная  плотный трикотаж  На свой 48  50  заказала XL  оказалась большая  взяла на размер меньше  села отлично ,F,19
612,5,Марина,Купила 2  M и L  себе и дочке  достаточно плотные  не деформируются  по размеру у нее44 у меня 46 обе свободные  отлично с джинсами и кожаной курткой,F,27
613,5,Марина Голоева,Футболка мощная  село прям как надо  Выглядит дорого ,F,8
614,5,Елена,Футболка хорошего качества  модель классическая,F,5
615,4,Ирина,Цвет как на картинке  ошиблась с размером  надо было свой брать  М на 46  а я взяла на размер больше  Футболка очень плотная  для меня слишком  А вот по росту  у меня 168  идеально  но отказ все равно ,F,38
616,5,Наталья,Очень приятный цвет,F,3
617,5,Курбанова Гульназ,Качество хорошее,F,2
618,5,Марина,Отличная футболка,F,2
619,5,Ирина,😋,F,1
620,5,Ирина,Простая футболка  цвет чуть бледнее чем на фото  Качество хорошее  Для летних прогулок с ребёнком или для пробежек  класс ,F,19
621,5,Марина,Плотная мягкая  качество хорошее,F,4
622,5,Ирина,Взяла на размер больше  чуть свободно сидит  как хотела  Цвет и ткань приятные ,F,13
623,5,Ольга,Хорошая футболка,F,2
624,5,Анастасия,👍👍👍,F,1
625,5,Катерина,Отличная белая  даже чуть кремового цвета  футболка  В торсе свободная  А вот рукава хотелось бы чуть длиннее и свободнее  В меру плотная  подойдёт для жаркой погоды и при этом очертания белья незаметны  Но всё равно оставила  идёт в размер и не в обтяг ,F,43
626,5,Бондарь Дарья,Хорошая базовая футболочка 👍🏼,F,4
627,5,Яна,Из 10 футболок что заказывала  у этой самое лучшее качество  Очень приятный глазу зелёный цвет  соответствие фото 100  На параметры 95  84  101 взяла размер XL 50 р  р  получилось слегка свободно  но я так и хотела  очень довольна ,F,39
628,5,Наталья,Хорошая  На 98  80 р  46 ,F,6
629,5,Anastasia,Футболка супер  Приятный цвет  весёлый принт  Самое главное  правильный оверсайз  сидит не как мешок  а стильненько ,F,16
630,5,Алёна,Очень освежает вид  хлопок  не просвечивает  выкуп,F,7
631,5,София,Хорошая футболка  покупала в подарок,F,5
632,4,римма,Футболка хорошая 👍,F,3
633,5,Наталья,Приятная телу ткань  хорошая расцветка  качество обработки швов на высоте ,F,10
634,2,Ольга,Мне очень длинная и широкая  На высокий рост,F,8
635,5,Андреевская Евгения,Клёвая футболка  👍,F,3
636,5,Nergis,Футболка с милым принтом  мне нравится  но ожидала что будет меньше  Заказывала S на мне сидит как L  Это как бы не свой размер и не оверсайз а что то среднее  Все таки оставила,F,34
637,5,семенова Елена,Футболка клёвая молодежная 👌 Выкупила внучке,F,6
638,3,Высотина Олеся,Качество хорошее  после стирки не село  не выцвело  Брали дочери 11 лет  свободно  типо оверсайз получилось,F,16
639,5,Алёна,Футболка хорошая  приятная наощупь  выглядит красиво,F,6
640,5,Марианна,Милая футболка с пандами  100  хлопок ,F,6
641,5,Олеся,Футболка классная  идет в размер ,F,5
642,5,Марина,Приятная к телу,F,3
643,5,валентина,Футболках  б  Качество приятное  Фасон свободный  Размер идёт в размер  Не стирали не знаем  полиняет или нет,F,17
644,5,Роза,Отличная футболка  Взяла 2 цвета  Чуть коротковат  но не смертельно ,F,10
645,5,Мадина,Отличная футболка 👍🏼,F,3
646,5,Роза,Огонь  Белая базовая  их много не бывает  Купила сразу 2 цвета,F,11
647,5,Galya,Хорошая плотная ткань  цвет белый  довольна,F,6
648,5,Людмила,Хорошая  качественная футболка Достаточно плотная Белье не просвечивает Размер в размер,F,11
649,5,Наташа,Отличная  плотная белая футболка  размер в размер,F,7
650,5,Светлана,Хорошая базовая футболка  плотный трикотаж На р  48  50 брала М  села отлично  обтягивает в меру  как мне нравится,F,19
651,4,Ксения,Качество хорошее  но сильно большемерит  берите на размер меньше  если не хотите оверсайз,F,13
652,5,Анна,Хорошая футболка  как в носке пока не знаю ,F,8
653,5,нино,Качество 👍,F,2
654,5,Ольга,Ок  все отлично,F,3
655,5,Евгения,👌,F,1
656,5,Евгения,Нужна была широкая футболка  и решила заказать эту модель  Ношу М  заказывала М и Л  взяла М  но она прям Л ,F,21
657,5,Юлия,Ношу 42  44  брала М на примерку  а она прям большая  хотя я люблю оверсайз  но даже это многовато  можно смело S брать и она будет свободно  А качество конечно отличное  другое и не ждала ,F,35
658,5,Ирина,Отлична  свободная удобная ,F,3
659,5,Жансая,Взяла размер л  большемерят на один размер  А так качество 100  оправдывает свою цену  Все равно оставила себе,F,18
660,5,Ольга,Отличная футболка  взяла на размер меньше  смотрится как надо 👌🏻,F,10
661,5,Анастасия,Очень крутая футболка  большемерит  Одеваю в зал ,F,7
662,3,татьяна,Цвет выстиранный чёрный  а так футболка хорошая ,F,7
663,5,елена,На 44 размер взяла m  можно были брать s  Крой свободный,F,11
664,5,Локьяева Залина,Удобная футболка,F,2
665,5,Milana,👍🏽,F,1
666,5,Екатерина,Просто нереально огромная  на свой 50 рр заказал хl и утонула  а так к качеству претензий нет ,F,17
667,5,светлана,Хорошее качество,F,2
668,5,Мария,Качество 👍🏻,F,2
669,5,лилия,Футболка прикольная  ткань очень плотная  Отказалась  так как выбрала другую ,F,10
670,5,Анастасия,Классная футболка  На повседневку самое то ,F,6
671,5,ZarinaAlexandrovna,Красивый цвет  ткань плотная  присутствует стретч,F,6
672,5,Елена,Очень приятный цвет  Хорошая  в меру плотная ткань  Размер в размер  Рекомендую  клёвая вещь ,F,14
673,5,кнарик,Футболка на зиму толстая качественная,F,5
674,5,Александра,Цвет интересный  тёплый  В размер  базовая вещь ,F,7
675,5,Dasha,Удобная  размер совпадает,F,3
676,5,Аня,🤩,F,1
677,5,Евгения,топ классный  как на фото,F,5
678,4,Александра,Обычная футболка  качество хорошее  но эффекта вау не произвела,F,9
679,5,Дамина,Хорошее качество  но немного маломерит,F,5
680,5,фая,Качество отличное  Материал хлопок  Мне очень понравилось,F,7
681,5,Наталья,Отличная для дома  тренировки А больше я никуда не хожу просто 😹,F,12
682,5,Наталья,Классная майка  взяла на размер больше  наугад  норм  Из  за того что oysho теперь нельзя мерить  больше ничего не рискнула взять  Чтобы не заморачиваться с возвратами ,F,26
683,5,Ксения,Чуть оверсайз  смотрится отлично,F,4
684,5,Alena,Отличная базовая футболка в стиле оверсайз  короткая,F,7
685,5,Анна,Тоже взяла на размер побольше  вышел отличный оверсайз  Успела в ней уже потренить  приятная к телу  на лето в самый раз будет  3 Довольна  как слон ,F,26
686,5,Алина,Взяла на размер больше  очень классно смотрится  как оверсайз  Выкупила ❤️,F,11
687,5,Александра,Базовая футболка  Оверсайз ,F,3
688,5,Бессонова Татьяна,Хорошее качество  но широко вата  отказ,F,6
689,5,Марианна,Очень приятная к телу  можно без бюстгальтера,F,7
690,5,Nina,Качество материала прекрасное  очень широкая и достаточно короткая  но в целом смотрится хорошо,F,13
691,5,светлана,Честно  Не надевала ещё  Но заказала и выкупила  потому  что уверена в качестве продукции этой фирмы ,F,16
692,5,Римма,Футболка понравилась  качество хорошее  размер соответствует ,F,6
693,5,Фадеев Сергей,Качество нормальное  по цене дешевле чем в фирменном магазине  Размер соответствует ,F,11
694,5,Анна,Идеальная футболка ,F,2
695,5,Вероника,Отличная,F,1
696,5,оксана,Суперская футболочка  На лето с джинсами самый раз 👍,F,9
697,5,Влад,Супер футболка 👍,F,3
698,5,Ольга,Качество хорошее  но не зашло  Простенькая такая ,F,7
699,5,Дарья,Очень качественная базовая футболка  Брала для тренажерного зала  но будет хорошо смотреться с джинсами в повседневной носке  На размер М взяла S  села изумительно  В целом очень довольна,F,28
700,5,Екатерина,Хорошая Базовая футболка  Мне большемеркой не показалась  Идёт в размер и длина хорошая  не очень длинная  Вырез не сильно глубокий даже  У меня размеры 100  74  100 мне размер М в Самый раз  нисколько не оверсайз ,F,36
701,3,ева,Маломерит  или просто фасон такой  Перезаказаоа на размер больше,F,9
702,5,Татьяна,Майка хорошая  но не украсила  Брать до кучи не вижу смысла за такую цену  46  48 идёт на 48 свободно ,F,20
703,5,Влад,Классная футболка  👍,F,3
704,5,Екатерина,Футболка из очень приятного материала  не хочется снимать  классная модель  не приталенная  Соответствует размеру,F,14
705,5,Наталья,Классная  хорошего качества  не длинная и свободная,F,7
706,5,Татьяна,Нормальная футболка  Мягкая  На лето  Не приталенная  На мой взгляд идёт в размер  Хотя многие пишут  большемерит  Просто свободный фасон ,F,20
707,5,Бурцева Варвара,Качество 👍 рекомендую ,F,3
708,5,Светлана,Футболка отличного качества  плотная ткань  Редкий случай  когда штрихкод указывает именно на этот товар  Посмотрела европейские цены  около 16 евро  то есть примерно 1500 руб  Я купила за 1520  Размер в размер  Не короткая  На мой рост 165 длина идеальная  Размер М,F,42
709,5,Ксения,Хороший  качественный товар  Стильная модель  Все швы аккуратные  размер соответствует  Рекомендую ,F,11
710,3,Анастасия,При всей любви к бренду Levi ’ s эти футболки вообще не впечатлили  В итоге купила футболку другого бренда за 800 рублей из более плотного хлопка ,F,26
711,5,вероника,Качество на высоте  как всегда,F,5
712,5,Татьяна,Белоснежная плотная ткань отличное качество  размер соответствует,F,7
713,5,Ирина,Качество хорошее,F,2
714,5,Юрченко Олеся,Футболкой очень довольна  плотная не просвечивает  швы ровные  Базовая футболка с джинсами идеально ,F,13
715,5,Екатерина,Качество супер ,F,2
716,5,Маргарита,То что хотела  классика  белая  спорт  хорошего качества,F,8
717,5,Анастасия,Футболка классная  приятная к телу  на свой М взяла S  так как крой показался слишком свободным ,F,16
718,5,Валерия,Качество супер  плотная  прямая футболка  Ношу S и взяла ее  но слишком свободно в ней  думаю XS села бы лучше,F,20
719,5,измайлова юлия,Хорошая футболка  качественно сшита  ткань приятная,F,6
720,5,измайлова юлия,Очень приятная ткань,F,3
721,5,Арина,Качественная  Немного просвечивает  Размер в размер ,F,6
722,5,Рената,Люблю футболки этого брэнда и данная стала не исключением  хорошая ткань  качество на уровне ,F,14
723,5,Юлия,Все супер,F,2
724,5,Оксана,Размер S на 42  44 сел очень свободно  а так хорошая базовая футболка,F,13
725,5,Ксения,Как на фото  внизу свободная  Хорошая белая футболка,F,8
726,5,Татьяна,Мне форма выреза понравилась  Я именно такие люблю  Брала белую и чёрную  На рост 164 см вырез не глубокий  44  46 подошёл на 46  48  Ткань приятная ,F,27
727,5,Татьяна,Понравилась,F,1
728,5,Ирина,Отличная футболка ,F,2
729,3,Кристина,Не понравилось как сидит  Глубокий вырез  Широкого кроя ,F,8
730,5,Ксения,Классная стильная футболка  Качественный материал и прошивка  Все швы четкие  без какого  либо клея  Смотрятся дорого  рекомендую ,F,17
731,5,Елена,Качество супер  Большемерит на размер,F,5
732,5,Екатерина,Хорошо,F,1
733,5,Анастасия,Отличное качество  Приобрела по скидке и не пожалела ,F,8
734,5,Елена,👍,F,1
735,5,карина,Хорошая,F,1
736,5,Виктория,Обычная качественная футболка ,F,3
737,3,МАРЖАН,имейте ввиду  что пожелтеет ткань,F,5
738,5,Чернова Лена,Отличная футболка  Рекомендую  Хотите по свободней на размер больше берите ,F,10
739,5,Ксения,Футболка плотного качества  стильная  Вырез интересный  Не растягивается ,F,8
740,5,София,Отличное качество ,F,2
741,5,вероника,Майка очень классная  но очень огромная  взяла S на свой xs  а размер оказался как XXL  но все равно оставила  очень прикольный принт с Микки,F,25
742,5,Наталия,Футболка классная  рисунок как на фото яркий  оверсайз  большемерит,F,9
743,5,Надежда,Хорошая  на 40  42  размер XS так же как на фото  оверсайз  качество отличное  принт чёткий и яркий ,F,18
744,2,Мариана,Очень короткая и вообще маломерит сильно  54 размер на мне впритык  хотя ношу 50  52,F,15
745,3,Овчинникова Лариса,ФУТБОЛКА МАЛОМЕРКА  54 Р ИДЁТ НАВЕРНОЕ НА 48  КАЧЕСТВО ХОРОШЕЕ ,F,10
746,5,Daria,Хорошая футболка,F,2
747,5,lusi,Классная маечка,F,2
748,5,Азиза,Любимые футболки  ношу в разных цветах,F,6
749,5,олеся,Футболка очень крутая,F,3
750,5,Александра,Плотная  симпатичная футболка,F,3
751,3,Александра,Качество хорошее  но она укорочённая  смотрится не очень ,F,8
752,5,Ирина,Хорошее качество  Размер в размер ,F,5
753,5,Диана,Футболка хорошая  но маломерит чутка  Перезакажу на размер больше ,F,9
754,3,Мария,Не очень понравилась как села,F,5
755,5,Алена,Ворот высокий и узкий  Села хорошо ,F,6
756,4,полина,Плотная  хорошее качество  но странный воротник  на xs брала m  чтоб оверсайз был,F,13
757,5,Анна,Соответствует фото и размеру  плотная хорошая ткань,F,7
758,1,Екатерина,После стирки разошёлся шов на плече  на видном месте,F,9
759,5,Лариса,👌🏻👍🏻,F,1
760,5,Екатерина,Плотная хорошая ткань  сшита качественно 👍,F,6
761,5,Наталья,Классная базовая футболка  качество обычное 👌🏻,F,6
762,4,Юлия,Цвет соответсвует фото  довольно плотная разика на вороте  футболка коротковата,F,10
763,5,Кристина,Цвет молочный  по качечь,F,4
764,2,Timofeeva Larisa,Не впечатлила  поэтому отказ  Ткань приятная  тяжёлая  рукава как  то не очень  Но это моё субъективное мнение ,F,17
765,5,София,За эти деньги отличная ,F,4
766,3,Екатерина,Тоненькая тряпочка  После первой стирки можно будет выбросить ,F,8
767,5,Дина,В руках жмёт  В остальном нормальная футболка,F,7
768,5,Кузнецова Мария,Футболка супер  Качество ткани  дизайн  цвет  достойны похвалы  Спасибо Ламода ,F,10
769,5,София,Очень хорошая блузка  Неожиданно приятное качество товара  Ткань достаточно тяжела и приятная  Ещё и цена очень заманчивая ,F,17
770,5,Бишлер Татьяна,Стильная благодаря вставкам в рукава металлических цепочек,F,7
771,5,Бишлер Татьяна,Стильная,F,1
772,5,Виктория,Очень красивая и нежная футболка  На 42  44 подошёл размер xs,F,11
773,5,Ирина Федоровна,Футболка неоднозначная  Да  тяжелый вискозный материал  но рукавчики  И цвет нужен был именно этот  Идет в размер ,F,17
774,4,Аня,Такой приятный и на удивление тяжёлый оказался материал  очень плотный  вставки на рукавах немного колются  но это можно устранить  фасон прямой,F,21
775,3,Ольга,На 50RUS очень большая футболка  подплечики уехали ,F,7
776,3,Виктория,Сидит странновато и просвечивает слегка  Не взяла,F,7
777,5,Аида,Я в восторге от футболок этого бренда  Доступная цена  а качество лучше чем ожидала  Советую,F,15
778,5,Анастасия,классная тишка  плотная  но не настолько  как я думала клевые плечи с подплечниками,F,13
779,5,Серикова Елена,Футболка оказалась с подплечниками  Создаётся эффект массивных плечей  Визуально уменьшает бёдра  Приятно удивилась ,F,13
780,5,Лилия,Да немного просвечивает  но с соответствующим бельем 🔥,F,8
781,2,Морозова Анна,Смотрится дёшево из за воротника футболки,F,6
782,5,Лилия,На лето самое то  с джинсами  шортами  но не угадала с размером  длинная  перезаказала на меньший  надеюсь подойдет,F,18
783,5,Елизавета,Красивая футболка  белоснежного цвета  Размер S  на 54 кг прям хороший оверсайз  Смотрится стильно  буду тоже носить ее с джинсами  как на модели  идеальный получается образ,F,26
784,5,диана,👍🏻🔝,F,1
785,4,Наталья,Симпатичная  но не плотная  Хотела купить на работу  поэтому не подошла ,F,11
786,4,Лысенко  Лилия,Качество очень хорошее  но большемерит  Оставила носить как оверсайз 😁,F,10
787,4,Анна,Просвечивается,F,1
788,4,Мария,Сидит свободно  даже бесформенно  И наверное хотелось бы поплотнее ткань при таком декоре ,F,13
789,4,Ольга,Трикотаж просвечивает и цвет более молочный  Некоторые бусины уже облезли ,F,10
790,5,татьяна,Очень хороший хлопок по качеству и стразы не отваливаются,F,9
791,4,Алевтина,Качество хорошее  как база вполне подходит  Цвет темнее  чем на фото,F,11
792,5,Александр,👍👍👍,F,1
793,5,Ольга,Плотная  качественная ткань  Отличная базовая вещь  Взяла 5 штук разных цветов  Хорошая длина  не долинная и не супер укороченная ,F,19
794,5,Ирина,отличное качество  красиво силит  приятный цвет,F,6
795,3,Наталья,Футболка по качеству хорошая  но коротковата  и цвет не подошёл  отказ,F,11
796,5,Камилла,Отличная футболка  ткань приятная  Взяла размер L  при обхвате груди 91  талии 81  бёдер 106  села свободно  можно было даже примерить M,F,22
797,5,Джамиля,Классная футболочка  но цвет чуть светлее,F,6
798,5,Шаравина Дарья,Отличная футболка  Зеленоватая  На фото почему  то коричневой показалась  Но понравилась  В размер ,F,13
799,5,А,Ощущение  что немного маломерит  Взяла XL  чтоб было чуть оверсайз,F,10
800,5,Юлия,👍🏻,F,1
801,5,Татьяна,Отличная футболка для сна  Размер в размер ,F,7
802,1,Захарова  Ира,Махровая футболка  есть такие кто захочет такое носить  Точно не я  Футболка очень свободная ,F,14
803,3,надежда,футболка как махровое полотенце  отказалась ,F,5
804,3,Anastasia,По фото не поняла  что футболка сделана из ткани  похожей на тонкое махровое полотенце  пушистая  И к сожалению  на ней были пятна  Не выкупила,F,24
